   epoch	Total loss	  Bce loss	Thresh loss	  L1 loss	Binary Acc	Binary IoU	   rescall	 precision	   hmean	
178.000000	0.952297	0.236149	0.212273	0.050387	0.824883	0.778298	0.000000	0.000000	0.000000	
179.000000	0.974885	0.244138	0.214028	0.051672	0.825031	0.778487	0.000000	0.000000	0.000000	
180.000000	0.966694	0.239206	0.210837	0.051665	0.825194	0.778696	0.000000	0.000000	0.000000	
181.000000	0.963204	0.240684	0.209629	0.051289	0.825345	0.778890	0.000000	0.000000	0.000000	
182.000000	0.954660	0.237016	0.207195	0.051045	0.825551	0.779123	0.000000	0.000000	0.000000	
183.000000	0.949094	0.236849	0.206601	0.050564	0.825740	0.779347	0.000000	0.000000	0.000000	
184.000000	0.944709	0.236337	0.207183	0.050119	0.825914	0.779568	0.000000	0.000000	0.000000	
185.000000	0.968678	0.242625	0.215669	0.051038	0.826078	0.779766	0.000000	0.000000	0.000000	
186.000000	0.964263	0.241853	0.213120	0.050929	0.826255	0.779978	0.000000	0.000000	0.000000	
187.000000	0.966917	0.239820	0.211256	0.051584	0.826389	0.780156	0.000000	0.000000	0.000000	
188.000000	0.947025	0.237413	0.204264	0.050535	0.826541	0.780351	0.000000	0.000000	0.000000	
189.000000	0.938641	0.235686	0.203699	0.049926	0.826708	0.780560	0.000000	0.000000	0.000000	
190.000000	0.975184	0.243733	0.216496	0.051496	0.826852	0.780743	0.000000	0.000000	0.000000	
191.000000	0.953351	0.241046	0.211315	0.050099	0.827021	0.780944	0.000000	0.000000	0.000000	
192.000000	0.925033	0.229963	0.202416	0.049265	0.827194	0.781158	0.000000	0.000000	0.000000	
193.000000	0.922394	0.225885	0.201309	0.049520	0.827389	0.781391	0.000000	0.000000	0.000000	
194.000000	0.942013	0.235676	0.208027	0.049831	0.827543	0.781590	0.000000	0.000000	0.000000	
195.000000	0.929816	0.229134	0.202497	0.049819	0.827731	0.781815	0.000000	0.000000	0.000000	
196.000000	0.932731	0.229651	0.201946	0.050113	0.827929	0.782045	0.000000	0.000000	0.000000	
197.000000	0.934518	0.232517	0.201975	0.050003	0.828080	0.782241	0.000000	0.000000	0.000000	
198.000000	0.937342	0.229498	0.205193	0.050265	0.828257	0.782457	0.000000	0.000000	0.000000	
199.000000	0.942100	0.238948	0.199114	0.050404	0.828405	0.782643	0.000000	0.000000	0.000000	
200.000000	0.950826	0.236784	0.206252	0.050779	0.828550	0.782827	0.000000	0.000000	0.000000	
201.000000	0.959478	0.242780	0.211438	0.050526	0.828688	0.782995	0.000000	0.000000	0.000000	
202.000000	0.956160	0.240145	0.211929	0.050409	0.828822	0.783163	0.000000	0.000000	0.000000	
203.000000	0.962917	0.243350	0.213167	0.050640	0.828940	0.783318	0.000000	0.000000	0.000000	
204.000000	0.942049	0.234879	0.203300	0.050387	0.829088	0.783501	0.000000	0.000000	0.000000	
205.000000	0.937938	0.234124	0.204387	0.049943	0.829253	0.783691	0.000000	0.000000	0.000000	
206.000000	0.927771	0.233541	0.199522	0.049471	0.829383	0.783864	0.000000	0.000000	0.000000	
207.000000	0.925728	0.228661	0.198356	0.049871	0.829538	0.784061	0.000000	0.000000	0.000000	
208.000000	0.930657	0.228281	0.202758	0.049962	0.829709	0.784266	0.000000	0.000000	0.000000	
209.000000	0.939734	0.233278	0.201906	0.050455	0.829852	0.784449	0.000000	0.000000	0.000000	
210.000000	0.919954	0.228771	0.196158	0.049502	0.830011	0.784641	0.000000	0.000000	0.000000	
211.000000	0.907255	0.223345	0.195532	0.048838	0.830188	0.784853	0.000000	0.000000	0.000000	
212.000000	0.954356	0.239259	0.210556	0.050454	0.830313	0.785014	0.000000	0.000000	0.000000	
213.000000	0.920156	0.226063	0.201484	0.049261	0.830460	0.785202	0.000000	0.000000	0.000000	
214.000000	0.922432	0.230857	0.201046	0.049053	0.830595	0.785374	0.000000	0.000000	0.000000	
215.000000	0.931701	0.230467	0.209090	0.049214	0.830727	0.785549	0.000000	0.000000	0.000000	
216.000000	0.925147	0.231120	0.197969	0.049606	0.830877	0.785736	0.000000	0.000000	0.000000	
217.000000	0.920345	0.228911	0.201074	0.049036	0.831007	0.785905	0.000000	0.000000	0.000000	
218.000000	0.949983	0.240956	0.205018	0.050401	0.831118	0.786052	0.000000	0.000000	0.000000	
219.000000	0.928549	0.233820	0.195037	0.049969	0.831244	0.786212	0.000000	0.000000	0.000000	
220.000000	0.932201	0.234277	0.197566	0.050036	0.831360	0.786361	0.000000	0.000000	0.000000	
221.000000	0.946007	0.236108	0.207759	0.050214	0.831471	0.786511	0.000000	0.000000	0.000000	
222.000000	0.939577	0.235681	0.200608	0.050329	0.831599	0.786669	0.000000	0.000000	0.000000	
223.000000	0.920565	0.233170	0.197518	0.048988	0.831713	0.786820	0.000000	0.000000	0.000000	
224.000000	0.927285	0.227793	0.201998	0.049749	0.831843	0.786988	0.000000	0.000000	0.000000	
225.000000	0.913269	0.222371	0.196547	0.049435	0.831998	0.787173	0.000000	0.000000	0.000000	
226.000000	0.902825	0.227675	0.190433	0.048472	0.832145	0.787352	0.000000	0.000000	0.000000	
227.000000	0.904064	0.226242	0.195684	0.048214	0.832261	0.787510	0.000000	0.000000	0.000000	
228.000000	0.915721	0.231511	0.196231	0.048798	0.832378	0.787659	0.000000	0.000000	0.000000	
229.000000	0.897791	0.221588	0.196522	0.047968	0.832513	0.787833	0.000000	0.000000	0.000000	
230.000000	0.902862	0.224184	0.191823	0.048686	0.832636	0.787991	0.000000	0.000000	0.000000	
231.000000	0.905715	0.224538	0.193706	0.048747	0.832767	0.788157	0.000000	0.000000	0.000000	
232.000000	0.920814	0.232035	0.198239	0.049054	0.832880	0.788301	0.000000	0.000000	0.000000	
233.000000	0.910140	0.226160	0.195211	0.048877	0.833011	0.788465	0.000000	0.000000	0.000000	
234.000000	0.888257	0.220502	0.188091	0.047966	0.833144	0.788637	0.000000	0.000000	0.000000	
235.000000	0.911476	0.228525	0.197594	0.048536	0.833267	0.788792	0.000000	0.000000	0.000000	
236.000000	0.900571	0.221481	0.196986	0.048210	0.833406	0.788960	0.000000	0.000000	0.000000	
237.000000	0.904331	0.226644	0.192080	0.048561	0.833523	0.789111	0.000000	0.000000	0.000000	
238.000000	0.903444	0.221367	0.192943	0.048913	0.833646	0.789268	0.000000	0.000000	0.000000	
239.000000	0.912317	0.226749	0.201004	0.048456	0.833769	0.789425	0.000000	0.000000	0.000000	
240.000000	0.904514	0.226290	0.191295	0.048693	0.833883	0.789571	0.000000	0.000000	0.000000	
241.000000	0.887881	0.219484	0.191513	0.047688	0.834012	0.789735	0.000000	0.000000	0.000000	
242.000000	0.886840	0.223016	0.185883	0.047794	0.834145	0.789898	0.000000	0.000000	0.000000	
243.000000	0.896076	0.221248	0.199447	0.047538	0.834283	0.790064	0.000000	0.000000	0.000000	
244.000000	0.884342	0.219073	0.191357	0.047391	0.834395	0.790214	0.000000	0.000000	0.000000	
245.000000	0.878211	0.216810	0.188072	0.047333	0.834538	0.790387	0.000000	0.000000	0.000000	
246.000000	0.871372	0.217009	0.183973	0.047039	0.834658	0.790546	0.000000	0.000000	0.000000	
247.000000	0.870636	0.210698	0.185905	0.047403	0.834803	0.790726	0.000000	0.000000	0.000000	
248.000000	0.863881	0.209867	0.184781	0.046923	0.834955	0.790909	0.000000	0.000000	0.000000	
249.000000	0.860254	0.210154	0.186086	0.046401	0.835099	0.791091	0.000000	0.000000	0.000000	
250.000000	0.879038	0.217639	0.189929	0.047147	0.835225	0.791251	0.000000	0.000000	0.000000	
251.000000	0.907103	0.225884	0.196032	0.048519	0.835323	0.791383	0.000000	0.000000	0.000000	
252.000000	0.909409	0.225460	0.193293	0.049066	0.835435	0.791529	0.000000	0.000000	0.000000	
253.000000	0.908257	0.227611	0.199695	0.048095	0.835537	0.791661	0.000000	0.000000	0.000000	
254.000000	0.895860	0.223655	0.193742	0.047846	0.835664	0.791812	0.000000	0.000000	0.000000	
255.000000	0.900355	0.222539	0.189774	0.048804	0.835778	0.791956	0.000000	0.000000	0.000000	
256.000000	0.872654	0.213095	0.191654	0.046791	0.835907	0.792117	0.000000	0.000000	0.000000	
257.000000	0.857043	0.212394	0.180857	0.046379	0.836035	0.792281	0.000000	0.000000	0.000000	
258.000000	0.879028	0.216036	0.190816	0.047218	0.836157	0.792433	0.000000	0.000000	0.000000	
259.000000	0.867618	0.213196	0.187791	0.046663	0.836284	0.792591	0.000000	0.000000	0.000000	
260.000000	0.871450	0.216095	0.190034	0.046532	0.836398	0.792735	0.000000	0.000000	0.000000	
261.000000	0.905250	0.224230	0.196900	0.048412	0.836501	0.792864	0.000000	0.000000	0.000000	
262.000000	0.919917	0.231916	0.197513	0.049049	0.836596	0.792985	0.000000	0.000000	0.000000	
263.000000	0.869261	0.214150	0.184748	0.047036	0.836716	0.793134	0.000000	0.000000	0.000000	
264.000000	0.866700	0.211034	0.186980	0.046869	0.836843	0.793294	0.000000	0.000000	0.000000	
265.000000	0.880625	0.216088	0.192035	0.047250	0.836956	0.793438	0.000000	0.000000	0.000000	
266.000000	0.888460	0.224066	0.192524	0.047187	0.837043	0.793558	0.000000	0.000000	0.000000	
267.000000	0.898684	0.225924	0.190385	0.048237	0.837135	0.793678	0.000000	0.000000	0.000000	
